source,target,weight,group
ability,choose,0.1131144865910826,black
ability,leader,0.1131144865910826,black
field,serve,0.11310721433242411,white
fight,equal,0.11304081501068106,white
uniform,seat,0.11297254812527129,black
money,free,0.11293276372409532,black
defense,farm,0.11292350397589763,white
polit,mind,0.11289807091931581,white
color,lieutenant,0.11289384969874715,black
fight,suppose,0.11287059233912791,black
army,draft,0.11284689350657755,white
child,age,0.11282209880789568,black
office,handl,0.11281875030259994,white
office,cooperate,0.11281875030259994,white
south,station,0.11280984233880612,black
civilian,people,0.1127631001260766,white
office,ability,0.1127384662806405,white
duty,outfit,0.11271904503437113,black
democracy,call,0.11265829700260259,black
commissioned,private,0.1126290803426339,black
wast,govern,0.11255218786672451,white
race,civil,0.11253437416368063,black
military-police,police,0.11251526237012933,black
wrong,fellow,0.11246538502714183,white
take,fellow,0.11246538502714183,white
color,poor,0.11246046784366437,black
war,love,0.11242541074144113,black
army,fair,0.11237642485988056,black
hold,run,0.11237109444162627,white
hold,leave,0.11237109444162627,white
white,god,0.11236517344727277,black
service,farm,0.11236241263022392,black
home,hard,0.11229096014558936,black
bus,bad,0.11225169201698498,black
fair,noncom,0.11224376182508186,white
station,time,0.1122340324823713,white
walk,tell,0.1122279025570044,black
south,chance,0.11215780876900057,black
negro,black,0.11212960100224076,black
child,home,0.1120532217723767,white
south,poor,0.1120390897415265,black
god,day,0.11199314046939948,black
future,due,0.11198576825517595,black
money,spend,0.1119660012665061,black
class,serve,0.11192336606547053,white
ability,morale,0.1118879978487963,white
wear,democracy,0.11174391780590084,black
democracy,return,0.11174391780590084,black
bus,post,0.11174223739016824,black
bus,post-exchange,0.11166479971354418,black
age,army,0.11165624320521554,black
color,live,0.11164943218491459,black
physical,infantry,0.11164495124821541,white
physical,tell,0.11164495124821541,white
corp,enlist,0.11164258894306149,white
train,station,0.11163666184327878,white
person,peace,0.1116196494793364,black
wife,money,0.11160652328715123,black
train,person,0.1115907898981951,white
negro,share,0.11156331577785991,black
race,die,0.11153603893658733,black
branch,ability,0.11147302260017443,black
line,effort,0.11144320343616641,white
bad,half,0.11144320343616641,white
civilian,return,0.11143099476705152,black
month,chance,0.11143022679770981,white
white,kill,0.11135695276734835,black
life,give,0.11135557983015043,black
receive,treatment,0.1113494877478446,black
uniform,die,0.1113158066682414,black
negro,hate,0.1113063274479206,black
south,train,0.11130259459700749,black
job,feel,0.1113025460880519,black
creed,world,0.11126103673505881,black
break,black,0.11126103673505881,black
military,matter,0.11123225208445052,black
infantry,walk,0.11123225208445052,black
head,matter,0.11123225208445052,black
outfit,half,0.11121108847853478,white
world,yr,0.11120500726488175,white
human,washington,0.1112019387017551,black
human,oversea,0.1112019387017551,black
basic,pretty,0.11115985803400616,white
limit,time,0.11108873037228865,white
furlough,sundai,0.11106814927068909,black
close,comment,0.1110075515565038,black
sleep,leave,0.11099725239986956,black
fall,real,0.11098781071923565,black
health,short,0.11098781071923565,black
organ,talk,0.11098631281997703,white
care,bad,0.11098093195631592,black
week,post,0.11093988026560551,white
fight,person,0.11093664205550689,white
alike,soon,0.11093614380691627,black
east,commissioned,0.11090097317216512,black
rank,troop,0.11090058066157354,black
send,mile,0.11090056643420079,black
enlist,cooperate,0.11089901819597803,white
negro,class,0.11086457834889522,white
negro,trouble,0.11086457834889522,white
matter,unfair,0.11078295233570101,black
outfit,yr,0.11078003856581926,white
army,build,0.11076839959209188,black
complete,hold,0.11076704495939323,black
front,enlist,0.11076704495939323,black
bus,soldier,0.11075628843481039,black
defense,draft,0.11075402097940634,white
pass,town,0.11072815106699734,white
fight,protect,0.11072590227128913,black
time,wait,0.11067718660428877,white
rate,soldier,0.11063017082849913,white
white,sit,0.11056735401276886,black
army,draft,0.11055828712020618,black
experi,yr,0.11042665687663475,white
equal,enjoy,0.110410923725277,black
black-man,police,0.11040887873100977,black
country,experi,0.11035011930397566,white
discrimination,stop,0.11034538399858028,black
people,realize,0.11033868963469812,black
reason,heart,0.1103339927758798,black
station,close,0.11032856552053882,black
chance,give,0.11031153763038185,white
live,unit,0.11030924697309695,black
pay,half,0.1103021917653083,white
night,stay,0.11024719624751843,black
unit,protect,0.11024465337205358,black
wrong,test,0.11019607843137255,white
test,take,0.11019607843137255,white
social,power,0.1101358795637017,black
sgt,foot,0.1101358795637017,black
true,build,0.11012961512910997,black
hope,god,0.11007681866634497,black
town,night,0.11007556171086325,black
branch,pick,0.11007486477850167,white
hate,person,0.11004785454148988,black
south,stop,0.11002908309022878,black
call,act,0.10998212842179267,black
camp,treatment,0.10995611680091906,black
white,democracy,0.1099281978285503,black
color,unit,0.10991178587357975,black
civilian,military-police,0.1099072034646537,white
victory,unit,0.10988660608310721,black
transfer,feel,0.10986570864884738,white
run,pretty,0.10984983608960906,white
furlough,time,0.10982936902090769,black
take,condition,0.10978357507866768,black
guard,field,0.1097432947829697,white
sgt,field,0.1097432947829697,white
town,home,0.1097182405659945,black
black-man,dog,0.10970569732801778,black
race,class,0.109693811328171,white
day,stop,0.10962488334062089,black
ride,call,0.10961603982493041,black
uniform,expect,0.10961460803519853,black
child,past,0.10960529058565027,black
pull,hand,0.10960529058565027,black
foot,help,0.10960529058565027,black
pass,company,0.10960494218049124,white
fight,stop,0.10952909135665463,black
hospital,hear,0.10952785965792881,black
credit,wrong,0.10952785965792881,black
train,home,0.10952479110344142,white
transport,improve,0.10949665921305551,black
white,realize,0.10944640210524506,black
field,hard,0.1094457608589896,white
train,oversea,0.10942228525081353,black
train,organ,0.10941140227618594,white
fight,combat,0.10941100865301785,white
win,live,0.10940958028341785,white
food,civilian,0.10940441942156004,white
protect,build,0.10938505544951165,black
negro,realize,0.10937336113045804,black
white,start,0.10933756771441659,black
train,duty,0.1092714951525017,white
educate,boy,0.10921073194450663,white
camp,night,0.10920673459835589,black
white,bad,0.1091830003658261,black
start,front,0.10917807793153278,black
start,law,0.10917807793153278,black
receive,happen,0.10917807793153278,black
human,blood,0.10917012423794692,black
human,law,0.10917012423794692,black
soldier,fair,0.10911683722108192,white
color,god,0.1090757429268654,black
white,boy,0.10902440441766198,black
return,comment,0.10900245729804732,black
negro,job,0.10893239017395313,black
time,lot,0.10889661721291903,white
pass,drill,0.10887088776163197,white
private,serve,0.1088626458740314,white
close,combat,0.10881518365352089,white
job,type,0.10876826914782801,white
mechanic,army,0.10870108042209922,white
army,force,0.10870108042209922,white
money,govern,0.10867937605971549,black
singl,family,0.10867474790992764,white
nation,trade,0.10867474790992764,white
paper,govern,0.10867143084409542,black
plant,spend,0.108643397695503,black
plant,private,0.108643397695503,black
rate,private,0.108643397695503,black
forget,carry,0.108643397695503,black
fight,citizen,0.10864239343318788,black
negro,treat,0.10864031852653692,white
commissioned,time,0.10863267793142027,white
fall,lord,0.10862900601355885,black
lord,word,0.10862900601355885,black
democracy,expect,0.10861032297030543,black
freedom,discrimination,0.1086074469563653,black
company,private,0.1086013327684974,black
bus,front,0.10860061686774598,black
person,hold,0.10857165066584716,white
god,nation,0.1085574566333795,black
corp,life,0.10855623875797568,white
sleep,serviceclub,0.10855157913981442,black
future,condition,0.10854840634516387,black
school,job,0.10850810874175718,white
wife,live,0.108497115114066,white
war,nation,0.10848545782748147,black
wife,month,0.1084755481205501,black
improve,talk,0.10846773322710798,black
civilian,break,0.10842060080796702,black
fight,chance,0.10837578192183245,black
black-man,realize,0.10835615579518489,black
stand,catch,0.10834724375571536,black
white,segregation,0.10833873093014611,black
send,govern,0.10833309592583819,black
war,discrimination,0.10829614269267941,black
food,office,0.10826763537980663,white
ability,troop,0.10819324435697746,black
infantry,leave,0.1081831845785977,black
corp,train,0.10815175724972897,black
race,democracy,0.10814621938976653,black
country,blood,0.10814597491727566,black
eat,cloth,0.10814363705867681,white
job,soldier,0.10813959714612263,white
negro,stop,0.10811891740399364,black
south,lieutenant,0.1080980100899456,black
people,class,0.10807089264764917,white
people,realize,0.10807089264764917,white
age,physical,0.10802091044729235,black
fellow,pretty,0.10795507659440506,black
unit,start,0.10792331629594032,black
guard,call,0.10791718097433206,white
ship,call,0.10791718097433206,white
home,return,0.10788892674068135,black
sit,bui,0.107888613128141,black
uniform,fight,0.10788557968759836,black
walk,hurt,0.10787244738392003,black
wait,inspect,0.10785547776762452,white
pay,not,0.10784418291701393,white
fight,mind,0.10782176139181071,black
white-man,prove,0.10778611376963562,black
family,furlough,0.10777183232196696,white
army,fine,0.10774910715051955,black
service,qualify,0.10774476378441525,white
life,mind,0.10774194602064238,white
south,bear,0.10772078874286374,black
people,kill,0.10766126574593551,black
unit,test,0.1076431534685363,white
white,white-man,0.10763206731142606,white
camp,spend,0.1076186825459065,black
treat,feel,0.10761812466763677,black
color,chance,0.10760590231629974,black
color,country,0.10759904533620347,black
food,pretty,0.10759117910330424,white
seat,poor,0.10757543621432265,black
lose,draft,0.10756721445175141,white
draft,trouble,0.10756721445175141,white
service,poor,0.10756253322440344,black
fall,live,0.10756167163301984,black
country,ship,0.10755530289532651,white
white,differ,0.10753027347846734,black
person,wrong,0.10747738839238082,black
defense,service,0.10746276080070112,black
guard,cloth,0.10745162931671796,white
fight,kill,0.10745155528938297,black
home,mind,0.10740035773496565,black
army,run,0.107353254573611,white
army,care,0.107353254573611,white
field,duty,0.10734335659691113,white
time,mile,0.10733835637783136,black
people,town,0.10732943042556703,white
feel,hold,0.10732079296903173,black
uniform,protect,0.10730234542120211,black
race,proud,0.10727317579103815,black
office,fair,0.10724550061418064,black
fight,soldier,0.10722923640964813,black
commissioned,promotion,0.10722073075296387,black
spend,lot,0.10720764954642382,white
north,police,0.10719181599495625,black
texas,move,0.1070979990065983,black
stand,govern,0.10709515912659984,black
morale,break,0.10709515912659984,black
fight,battle,0.1070884253921735,black
bus,pass,0.10707532368611453,black
war,farm,0.10707040392312704,white
citizen,bite,0.10705199252007248,black
country,mind,0.10704518956615149,black
white,person,0.10701016581350883,black
negro,morale,0.10700276608069906,black
office,job,0.10695042235914862,white
chance,live,0.1069480459008559,black
army,bad,0.10692233116935847,black
age,family,0.1068180374839276,black
army,fellow,0.10678145889040423,white
paper,build,0.10677122917775295,black
happy,build,0.10677122917775295,black
black-man,low,0.1067687658961983,black
freedom,land,0.10670693940038883,black
system,wast,0.10669906605408463,white
spend,wast,0.10669906605408463,white
commissioned,deal,0.10668068531154055,black
basic,command,0.10667500265757353,white
race,privilege,0.10667500265757353,white
race,happen,0.10666813796377932,black
people,not,0.10664734799929589,black
fort,transfer,0.10659928638481764,black
air,combat,0.10658757161891051,white
draft,combat,0.10658757161891051,white
civilian,force,0.10656686729385155,white
soldier,mind,0.10653378911761983,black
stand,uniform,0.10651681699490063,black
treat,half,0.10651378463153026,white
eat,wait,0.10649608821080589,black
people,start,0.10642565264690332,black
creed,forget,0.10642079043151856,black
negro,privilege,0.10639783583310188,black
force,die,0.10639158476197402,black
infantry,capable,0.10636896529012714,black
mechanic,captain,0.10636896529012714,black
promotion,credit,0.10636896529012714,black
south,pretty,0.10636770785272258,white
corp,medic,0.10635502010326797,black
sign,body,0.10631034033780076,black
win,peace,0.10629160985840136,white
bus,boy,0.10629160985840136,white
sign,person,0.10627881940243021,black
west,rank,0.10624664725272087,black
carry,health,0.10624664725272087,black
carry,concern,0.10624664725272087,black
war,family,0.10624350952215413,black
pick,reason,0.10623463889441738,white
wast,physical,0.10622200503325932,white
south,transport,0.10621786698714489,black
command,post,0.10620055841326509,black
south,dog,0.10618529479682604,black
govern,live,0.1061638720947077,white
time,half,0.10614631150679756,black
fight,free,0.10607979191928842,black
limit,poor,0.10603986734745532,white
condition,poor,0.10603986734745532,white
office,unfair,0.10602402925142106,black
month,reason,0.10601744312668533,white
limit,serve,0.10599284979701756,white
damn,hell,0.10599284979701756,white
race,fight,0.10598063261736493,white
morale,spirit,0.10598046153590557,black
white,die,0.10596227220978734,black
time,damn,0.105950486545871,white
opinion,true,0.10595035617237511,black
civilian,shoot,0.10592513362606738,black
opportunity,realize,0.10588127171219024,black
true,brother,0.10588127171219024,black
school,unfair,0.10582162148897556,black
service,satisfy,0.10579173813130857,white
home,kill,0.10576585691120896,black
war,feel,0.1057592926424325,black
job,bui,0.10573357834350337,black
human,world,0.10571177044130085,black
singl,trouble,0.10570382311345679,white
singl,realize,0.10570382311345679,white
nation,realize,0.10570382311345679,white
experi,serve,0.10570271888916793,white
command,troop,0.10568220617277747,black
war,time,0.10565207364856666,white
rate,hard,0.10564264582073686,white
stand,victory,0.10560513024975153,black
soldier,not,0.10557862457782892,white
japan,family,0.10555556615043868,black
deal,rotten,0.10551624502200278,black
expect,due,0.10551624502200278,black
crow,not,0.10550116269580714,black
hate,body,0.10550103898959193,black
morale,help,0.10548046881514292,black
white,understand,0.10543625244193718,black
person,major,0.10542900710230246,white
country,person,0.10538375856376522,white
camp,week,0.10534418825452024,black
enemies,protect,0.1053172022207649,black
enemies,heart,0.1053172022207649,black
die,unit,0.10529611980045048,black
recreate,enjoy,0.1052480639446015,black
cook,noncom,0.10522550757964416,white
bus,hold,0.10522550757964416,white
week,home,0.10521699386786156,white
month,plenti,0.1052066407247785,black
office,rate,0.10516420905574991,black
fight,white-man,0.10515673711092556,white
race,enjoy,0.10515203018761148,black
north,hard,0.10514487463856312,black
office,company,0.10513378968121195,white
mind,learn,0.10512512113341833,black
unit,feel,0.10509968082411852,black
army,country,0.10509557938940639,white
commissioned,complete,0.10509494941020804,black
basic,morale,0.10507159151264388,white
furlough,boy,0.10506669010844386,black
race,god,0.10501259851706275,black
month,half,0.10497508871650596,black
south,beat,0.10496306047561604,black
school,organ,0.10487070718837152,white
call,leave,0.10485617312915108,black
branch,lot,0.1048458609268452,black
race,separate,0.10482878403457363,black
system,physical,0.10479967420164948,white
qualify,physical,0.10479967420164948,white
corp,infantry,0.1047892353273338,black
air,satisfy,0.10475133648246268,white
plant,yr,0.10475053811532478,white
spend,inspect,0.10475053811532478,white
night,inspect,0.10475053811532478,white
condition,feel,0.10474729759634001,white
combat,troop,0.10474091932673647,black
front,segregation,0.1047244983217772,black
camp,hard,0.10470281287251078,black
life,unit,0.10469900777866381,white
civilian,camp,0.10469739180073898,black
air,civilian,0.10469459092929333,white
people,white-man,0.10466297668602327,black
people,call,0.10464451070347557,black
uniform,human,0.10464042716762866,black
damn,medic,0.10464042716762866,black
service,troop,0.10461414478292935,black
air,mechanic,0.1045881132320938,white
black-man,hate,0.10457207734341151,black
rate,polit,0.10455282584304626,white
war,home,0.10451370162436453,white
town,tell,0.10447170341079391,white
tell,leave,0.10447170341079391,white
sleep,hope,0.10444811052984798,white
country,treat,0.10442199953643042,black
hell,plenti,0.10437979984600737,black
civilian,educate,0.10430639123422154,black
school,heart,0.10429600991677382,black
camp,home,0.10427413043148229,black
bed,sundai,0.10427370257983924,black
white,post,0.1042343244498723,black
field,carry,0.10423315005472199,black
fight,black,0.10419638427597491,black
organ,individu,0.10418875912049803,white
free,matter,0.10415845845355534,black
army,deal,0.10414704637082989,white
opportunity,nation,0.10414270218338442,black
god,black,0.10413010068793764,black
plant,home,0.10412187866144451,white
negro,educate,0.10408106173860164,black
north,home,0.10407409131480365,white
home,half,0.10407409131480365,white
practice,word,0.10406127567696999,black
black,word,0.10406127567696999,black
train,combat,0.10405343986100135,white
job,world,0.10404476399279936,white
morale,govern,0.10400475469174986,black
guard,world,0.10400315908978726,white
fall,nation,0.10394730282597082,black
service,age,0.10394696903898416,white
white,learn,0.10391815384927723,black
start,world,0.1038949652518987,black
rate,call,0.10388410587069923,white
service,feel,0.10387449616427505,white
unit,learn,0.10384747544057525,black
army,feel,0.10384211430817868,black
country,true,0.10375440966034609,black
hope,change,0.10373911954785349,black
white,seat,0.10373639609357825,black
month,duty,0.1037205144601705,white
job,pay,0.10369964963793399,black
week,tell,0.10365911209217782,black
branch,draft,0.10362930485142839,white
east,mile,0.1035941906306826,black
wast,handl,0.10359165321881281,white
fight,hell,0.10355759402667887,black
child,school,0.10355319748007251,black
transport,post,0.10354223718208592,black
democracy,trust,0.10353064026751947,black
tell,sgt,0.10353064026751947,black
hope,future,0.10351276794892564,black
train,send,0.10350282117242066,black
country,world,0.10347446898843551,black
life,chance,0.103409212527219,white
army,yr,0.10338447189078889,white
soldier,treat,0.10337295965037471,white
hard,care,0.1033661271394094,white
practice,suppose,0.10333474337672843,black
blood,suppose,0.10333474337672843,black
air,army,0.10332548932070723,white
arm,draft,0.10330362662111357,black
life,chance,0.10327676487029136,black
speak,idea,0.10327529366165004,black
right,lynch,0.10326671694386531,black
german,sign,0.10325877243245599,black
military,foot,0.10325877243245599,black
infantry,foot,0.10325877243245599,black
land,washington,0.10325877243245599,black
oversea,leader,0.10325877243245599,black
past,bui,0.10325877243245599,black
duty,mind,0.1032237600917149,white
day,give,0.10321980944867022,white
wife,care,0.10313345991765821,black
mile,nice,0.10312928983058353,black
punish,wrong,0.10312928983058353,black
limit,outfit,0.10311250025114876,white
black-man,transport,0.10310340457464602,black
opportunity,social,0.10306420395185924,black
home,bad,0.10301844062005945,white
enlist,field,0.1030162458698997,white
people,human,0.10299250522574946,black
camp,recreate,0.10298578349702471,black
system,field,0.10297755778322251,white
trade,reason,0.10297755778322251,white
cook,company,0.10293108374778516,white
bus,pretty,0.10293108374778516,white
nation,private,0.10292959623094318,white
jim,white,0.10291787854824656,black
black-man,feel,0.10291596856476218,black
land,love,0.10289880610328815,black
office,treat,0.10288302447367385,black
office,pick,0.10287837718854409,white
win,hope,0.10286174739231553,white
race,respect,0.10284199556465287,black
people,life,0.10284055838829873,black
pay,hous,0.10280779578164721,black
happy,realize,0.10277725793556029,black
month,sgt,0.10276936794710169,white
negro,nation,0.10275557985855145,black
north,separate,0.1027506720962709,white
day,mind,0.10271389547037342,black
job,advance,0.10270762607653401,black
white-man,citizen,0.10270043520594382,black
life,feel,0.10268330630610002,black
discrimination,forget,0.10264622764377163,black
equal,opportunity,0.10264280583634364,black
equal,true,0.10264280583634364,black
corp,office,0.10261674531040595,black
train,spend,0.10260868027738829,black
privilege,live,0.10258179167894309,white
ride,black-man,0.10257601542943971,black
month,private,0.10257103574006128,black
station,mile,0.10252759638655742,black
bed,pass,0.10250883058798095,black
theater,recreate,0.10247395037122502,black
hold,condition,0.10242918108185466,black
physical,condition,0.1023288111799051,black
physical,morale,0.10232146434293829,white
pray,presid,0.10230017837843912,black
soldier,give,0.10229927979093695,black
live,blood,0.1022251470156003,black
live,black,0.1022251470156003,black
defense,feel,0.10221881831332327,black
stop,world,0.10211678055791071,black
condition,morale,0.1021110883507467,white
morale,deal,0.1021110883507467,white
civilian,country,0.10209618082774846,black
life,democracy,0.10205200090904315,black
war,realize,0.10204604626088011,black
allow,troop,0.10202076272029217,black
soldier,duty,0.10200895247902023,black
opportunity,bring,0.1020052863350167,black
army,age,0.10198093352407916,white
promotion,prove,0.10190489888602901,black
treat,eat,0.10189740526041371,black
uniform,respect,0.10187704641926447,black
soldier,lot,0.1018536181029556,black
rate,mind,0.10184257672059924,white
creed,bear,0.10182853067430674,black
practice,improve,0.10182853067430674,black
law,carry,0.10182853067430674,black
black,bear,0.10182853067430674,black
force,matter,0.10181888218891996,black
limit,draft,0.1017941377225232,white
child,boy,0.1017898967026538,white
expect,recreate,0.10176624448521299,black
time,cloth,0.10175095461363766,white
home,health,0.1017392390701489,black
learn,physical,0.10172908893304383,white
physical,handl,0.10172908893304383,white
physical,age,0.10172908893304383,white
physical,enter,0.10172908893304383,white
fight,unit,0.10172390659687228,black
paper,post,0.10166784970772913,black
fight,army,0.1016645214685146,white
eat,food,0.10165862417237119,black
white-man,black,0.10165622720725805,black
sundai,rest,0.10163856729863407,black
texas,satisfy,0.10163856729863407,black
child,mother,0.10162344590668675,black
white,enemies,0.1016161054242851,black
bus,pay,0.1016058942522271,black
race,world,0.10159831269411373,black
duty,leave,0.10158975708927138,white
chance,feel,0.10158585856880499,black
corp,social,0.10157795801641142,black
enlist,social,0.10157795801641142,black
hold,civil,0.10157795801641142,black
treat,pretty,0.1015753514590308,white
black-man,uniform,0.10155557335664517,black
negro,human,0.10154704912117622,black
unit,separate,0.10154681778645437,black
black-man,privilege,0.10153300270227131,black
company,transfer,0.10151482041088274,black
civilian,field,0.10151482041088274,black
commissioned,school,0.10144905959686838,black
sick,health,0.10144760827003968,black
win,god,0.10141831700885325,black
ability,person,0.10136957727181066,white
south,civilian,0.1013258803468866,black
opinion,chance,0.10130144237679858,black
corp,experi,0.10127762936122464,white
low,send,0.10124522078254278,black
opportunity,combat,0.10122737250423278,white
qualify,combat,0.10122737250423278,white
trade,hope,0.10122737250423278,white
color,hell,0.10120171309171984,black
race,educate,0.1011816678870927,white
home,country,0.10118157955742048,white
poor,soldier,0.10116735516959559,black
night,cloth,0.10116354856752795,white
people,equal,0.1011581979594795,black
life,realize,0.10113674114404846,white
train,fit,0.1011347448006541,white
pick,town,0.10107667327156307,white
south,kill,0.10105028190131865,black
negro,day,0.10104509777323477,black
morale,oversea,0.10101922399689982,black
washington,govern,0.10101922399689982,black
fight,god,0.10101459272255128,black
south,speak,0.10099671152262377,black
ability,woman,0.10099140533863243,black
south,time,0.10096504653510227,black
negro,educate,0.10094091941943803,white
satisfy,boy,0.10087794011270865,white
right,live,0.10083911614766816,black
start,lynch,0.10083817617821912,black
fit,ship,0.1008192401487304,white
sgt,drill,0.1008192401487304,white
tell,drill,0.1008192401487304,white
tell,major,0.1008192401487304,white
jim,equal,0.10081105188550478,black
qualify,educate,0.1007787554399491,black
close,lot,0.10076487745165087,white
serve,wrong,0.10074928600939266,white
country,capable,0.1007195007851121,black
democracy,respect,0.10063200067338693,black
love,start,0.10062911679094756,black
love,happen,0.10062911679094756,black
matter,speak,0.10059818351984258,black
right,hope,0.10057496400962095,black
enlist,idea,0.10056593338514604,white
commissioned,inspect,0.10056141144186564,white
service,seat,0.10052918334218007,black
lot,type,0.10051116925555488,white
outfit,call,0.10050459656714936,white
bus,poor,0.10050068445128864,white
transport,troop,0.10049378885124569,black
north,pretty,0.1004918609323603,white
equal,feel,0.10043300105452467,black
age,home,0.10042524754385246,black
discrimination,school,0.10041531186592026,black
force,unit,0.10041374685609392,black
day,test,0.10038710262777657,white
forget,realize,0.10038466800079038,black
realize,peace,0.10038466800079038,black
capable,future,0.10037786629952784,black
hospital,punish,0.10037786629952784,black
close,improve,0.10037328659275094,black
time,call,0.10035751181314338,white
wife,private,0.10031136556926169,black
discrimination,rank,0.10025021656828546,black
pull,civil,0.10022313417697817,black
civilian,wast,0.1001471714483135,white
divide,happen,0.10014404134425883,black
branch,teach,0.10014404134425883,black
branch,choose,0.10014404134425883,black
social,serve,0.10014404134425883,black
give,foot,0.10014404134425883,black
spend,country,0.10014269331197495,white
country,enemies,0.10014244339619877,black
treat,kill,0.10008420509086542,black
negro,combat,0.10004230564590513,black
train,take,0.10002614680546751,white
mother,mind,0.10002170674959993,black
freedom,segregation,0.10001672634730965,black
low,expect,0.10000631587214653,black
